"lang	form	an3_notflat	n3	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-21.6493213968	-21.566532288	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAWuNvo1 CSXsNfo1	-17.5582842123	-17.5325790967	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-15.8493634118	-16.1272817617	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-21.3252492037	-21.4578854589	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAWuNvo1 CSXsNfo1	-17.526016253	-18.285093779	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-17.8555078843	-18.4369323475	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-20.8459834042	-21.4005355491	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAWuNvo1 CSXsNfo1	-14.2203304503	-14.3670547159	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-16.4207187468	-16.4926694199	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-21.861061361	-21.6211064239	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAWuNvo1 CSXsNfo1	-13.3014630907	-13.4289783849	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-15.5018513952	-15.5545930888	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-20.9421939843	-20.6830300929	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAWuNvo1 CSXsNfo1	-11.9439173021	-12.0861687201	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-16.8679667125	-16.7354610845	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-20.2526681682	-20.1700935416	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAWuNvo1 CSXsNfo1	-16.250281742	-16.3912903654	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-18.4506700749	-18.5169050693	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-23.8910126646	-23.6453420734	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAWuNvo1 CSXsNfo1	-14.7758091106	-14.9136999737	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-19.6998585318	-19.562992338	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-23.0845599899	-22.9976247952	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAWuNvo1 CSXsNfo1	-13.8382973952	-13.9942849556	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-18.7623468297	-18.6435773199	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-22.1470482819	-22.0782097771	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAWuNvo1 CSXsNfo1	-17.33484577	-17.43312178	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-19.5352340744	-19.5587364839	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-24.9755766636	-24.687173488	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAWuNvo1 CSXsNfo1	-14.8084311483	-14.9578965147	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CSXsNfo1	-19.7324805586	-19.607188879	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAWuNvo1 CTXlLvo1 CSXsNfo1	-23.1171820144	-23.0418213362	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXrNvo1 CTXlLvo1	-17.0783741465	-17.6506962338	"
"CMUDict10000	CJXlNvo1 VEYuNvo1 CTXtNfo1 CSXsNfo1	-14.9733750283	-15.9556974456	"
"CMUDict10000	CJXlNvo1 VBYuNvo1 CTXtNfo1 CSXsNfo1	-14.0334245678	-14.1955192427	"
"CMUDict10000	CJXlNvo1 VAYuNvo1 CTXtNfo1 CSXsNfo1	-14.5883691687	-13.7191088789	"
"CMUDict10000	CJXlNvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1 CSXsNfo1	-18.353218281	-19.0152931039	"
"CMUDict10000	CJXlNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1 CSXsNfo1	-18.4576931611	-18.6319282635	"
"CMUDict10000	CJXlNvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1 CSXsNfo1	-16.928098463	-16.4542460616	"
"CMUDict10000	CJXlNvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1 CSXsNfo1	-18.0153147184	-17.7121979708	"
"CMUDict10000	CJXlNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1 CSXsNfo1	-16.2881560797	-16.1914557009	"
"CMUDict10000	CJXlNvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1 CSXsNfo1	-15.2938793451	-15.8335737004	"
"CMUDict10000	CJXlNvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1 CSXsNfo1	-14.8653656373	-15.0821210239	"
"CMUDict10000	CKXtNvo1 VEYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-17.2523497117	-16.1432404911	"
"CMUDict10000	CKXtNvo1 VEYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-14.6474622023	-14.8844518354	"
"CMUDict10000	CKXtNvo1 VBYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-19.1502630074	-17.8561386573	"
"CMUDict10000	CKXtNvo1 VBYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-16.5453754981	-16.5973500016	"
"CMUDict10000	CKXtNvo1 VAYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-17.7513769623	-16.7355513339	"
"CMUDict10000	CKXtNvo1 VAYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-15.1464894529	-15.4767626782	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-21.8972748439	-20.7313010537	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-19.2923873346	-19.472512398	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-22.6629837392	-21.4124965082	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-20.0580962298	-20.1537078525	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-22.7518315671	-21.4895242939	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-20.1469440577	-20.2307356381	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-20.4116538816	-19.3377484245	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-17.8067663723	-18.0789597687	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-20.9292712032	-19.8627219745	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-18.3243836939	-18.6039333188	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CKXtNfo1 CTXtNfo1	-19.2809829959	-18.105643714	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CKXtNfo1 CTXsNfo1	-16.6760954865	-16.8468550583	"
"CMUDict10000	CFXsNvo1 VAWuNvo1 CBXtNvo1	-14.424045343	-13.2541156584	"
"CMUDict10000	CFXsNvo1 VAWuNvo1 CTXrNvo1 CBXtNvo1	-13.5568714691	-13.2230178432	"
"CMUDict10000	CFXsNfo1 VEZuNvo1 CBXtNfo1	-15.4466454406	-14.6212824475	"
"CMUDict10000	CFXsNfo1 VEUrNvo1 CBXtNfo1	-13.0024375052	-13.4392851569	"
"CMUDict10000	CFXsNfo1 VAWrNvo1 CBXtNfo1	-14.3325142334	-13.9229726066	"
"CMUDict10000	CFXsNfo1 VBXuNvo1 CTXrNvo1 CBXtNfo1	-13.1393883273	-13.1233225161	"
"CMUDict10000	CFXsNfo1 VDUrNvo1 VEWrNvo1 CBXtNfo1	-13.1786193918	-13.2500948864	"
"CMUDict10000	CFXsNfo1 VAWuNvo1 VEYuNvo1 CBXtNfo1	-11.5626847653	-11.5886275518	"
"CMUDict10000	CFXsNfo1 VDZuNvo1 VEYuNvo1 CBXtNfo1	-12.2924306182	-12.3246767033	"
"CMUDict10000	CFXsNfo1 VAWrNvo1 CTXrNvo1 CBXtNfo1	-11.8614060312	-11.8736593344	"
"CMUDict10000	CFXsNfo1 VAWrNvo1 CBXmNvn1 CBXtNfo1	-20.560626554	-19.9802850446	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VEZuNvo1 CBXtNfo1	-15.5426454657	-15.0553090692	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VEUrNvo1 CBXtNfo1	-12.7725842962	-12.9383517394	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VAWrNvo1 CBXtNfo1	-14.2163945505	-13.9973019097	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VBXuNvo1 CTXrNvo1 CBXtNfo1	-16.0839319985	-16.1291252639	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VDUrNvo1 VEWrNvo1 CBXtNfo1	-13.9996389891	-14.0362567014	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VAWuNvo1 VEYuNvo1 CBXtNfo1	-13.1901128063	-13.2407268763	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VDZuNvo1 VEYuNvo1 CBXtNfo1	-12.9663793925	-13.0085753691	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VAWrNvo1 CTXrNvo1 CBXtNfo1	-15.0734668934	-14.9690567457	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VAWrNvo1 CBXmNvn1 CBXtNfo1	-20.9194260131	-20.4432778771	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VEZuNvo1 CBXtNfo1	-13.3550103576	-13.0577254066	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VEUrNvo1 CBXtNfo1	-14.5554806282	-15.0658680099	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VAWrNvo1 CBXtNfo1	-15.9615971434	-15.5266675152	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VDUrNvo1 VEWrNvo1 CBXtNfo1	-14.294442536	-14.4375555182	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VAWuNvo1 VEYuNvo1 CBXtNfo1	-13.7052444174	-13.7376530032	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VDZuNvo1 VEYuNvo1 CBXtNfo1	-12.9010584208	-12.9131280365	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CBXtNfo1	-16.2979275032	-15.8606687598	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VAWrNvo1 CBXmNvn1 CBXtNfo1	-21.1867982227	-20.7986499558	"
"CMUDict10000	VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-16.6725614881	-16.7092725832	"
"CMUDict10000	CBXtNfo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-17.2180392722	-17.2887000637	"
"CMUDict10000	CTXtNfo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-17.680467948	-17.7908630673	"
"CMUDict10000	CTXtNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-17.6471309752	-17.7224845745	"
"CMUDict10000	CKXtNfo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-16.7215470367	-16.755302511	"
"CMUDict10000	CTXsNfo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-17.8417045566	-17.7873054359	"
"CMUDict10000	CBXmNvn1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-16.6741820549	-16.7655283235	"
"CMUDict10000	CTXmNvn1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-18.100164974	-18.0002674686	"
"CMUDict10000	CTXlLvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-17.8255043729	-17.8196208707	"
"CMUDict10000	CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-19.3336409925	-18.9517792631	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-20.6492096885	-20.6187269779	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-21.4307033929	-21.0660081539	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-21.7823988783	-21.4056314135	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-22.1459155249	-21.8399822092	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-20.5801618918	-20.6143726869	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-21.683137088	-21.6439450625	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-21.8048171084	-21.5244863971	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-20.0478115554	-20.0272003319	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-20.0632017472	-19.6700731778	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-23.0888753036	-23.064791968	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.4317576246	-24.0576703715	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-22.9565895149	-22.585321179	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.0811942347	-24.031343727	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-22.9277155934	-22.5418009724	"
"CMUDict10000	CDXsNfo1 VEYuNvo1 CKXmNvn1	-10.4596736275	-10.3071842687	"
"CMUDict10000	CDXsNfo1 VBYuNvo1 CKXmNvn1	-14.7257355218	-14.4260212474	"
"CMUDict10000	CDXsNfo1 VAYuNvo1 CKXmNvn1	-15.8601158862	-15.7667075768	"
"CMUDict10000	CDXsNfo1 VEYuNvo1 CKXmNvn1 CKXtNfo1	-14.5081372192	-14.4756531684	"
"CMUDict10000	CDXsNfo1 VBYuNvo1 CKXmNvn1 CKXtNfo1	-15.9860576832	-15.2159407253	"
"CMUDict10000	CDXsNfo1 VAYuNvo1 CKXmNvn1 CKXtNfo1	-15.8708939103	-16.3098757628	"
"CMUDict10000	CDXsNfo1 CTXrNvo1 VEYuNvo1 CKXmNvn1	-12.4416752728	-12.5918946096	"
"CMUDict10000	CDXsNfo1 CTXrNvo1 VBYuNvo1 CKXmNvn1	-16.5393076686	-16.7005403708	"
"CMUDict10000	CDXsNfo1 CTXrNvo1 VAYuNvo1 CKXmNvn1	-17.5392472663	-17.3985541131	"
"CMUDict10000	CDXsNfo1 CTXrNvo1 VEYuNvo1 CKXmNvn1 CKXtNfo1	-16.490138927	-16.7603635093	"
"CMUDict10000	CDXsNfo1 CTXrNvo1 VBYuNvo1 CKXmNvn1 CKXtNfo1	-17.7996322109	-17.4904598487	"
"CMUDict10000	CDXsNfo1 CTXrNvo1 VAYuNvo1 CKXmNvn1 CKXtNfo1	-17.5500255235	-17.9417222991	"
"CMUDict10000	CHXsNfo1 VEZuNvo1 CFXsNvo1	-12.3227019783	-11.930614436	"
"CMUDict10000	CHXsNfo1 VEUrNvo1 CFXsNvo1	-13.3244765386	-13.0508525896	"
"CMUDict10000	CHXsNfo1 VAWrNvo1 CFXsNvo1	-13.752052171	-13.5790847509	"
"CMUDict10000	CHXsNfo1 VBXuNvo1 CTXrNvo1 CFXsNvo1	-12.4666611722	-12.4467296268	"
"CMUDict10000	CHXsNfo1 VDUrNvo1 VEWrNvo1 CFXsNvo1	-12.2497251541	-12.1382357516	"
"CMUDict10000	CHXsNfo1 VAWuNvo1 VEYuNvo1 CFXsNvo1	-11.1190445348	-11.1879609071	"
"CMUDict10000	CHXsNfo1 VDZuNvo1 VEYuNvo1 CFXsNvo1	-11.3467476178	-11.3966221471	"
"CMUDict10000	CHXsNfo1 VAWrNvo1 CTXrNvo1 CFXsNvo1	-13.9609118388	-13.8938305484	"
"CMUDict10000	CBXtNvo1 VBWuNvo1 CKXtNvo1	-11.8728532506	-11.8721299098	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VBWuNvo1 CKXtNvo1	-14.3060739648	-14.3349396024	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VBWuNvo1 CKXtNvo1	-12.6071284958	-12.5423241439	"
"CMUDict10000	VAWrNvo1 CKXtNvo1	-12.6489248426	-11.8955753231	"
"CMUDict10000	CBXtNfo1 VAWrNvo1 CKXtNvo1	-14.2533002704	-13.3071972064	"
"CMUDict10000	CTXtNfo1 VAWrNvo1 CKXtNvo1	-13.9535796446	-12.9072695824	"
"CMUDict10000	CTXtNvo1 VAWrNvo1 CKXtNvo1	-12.4965351506	-12.1699396524	"
"CMUDict10000	CKXtNfo1 VAWrNvo1 CKXtNvo1	-12.3028919776	-12.072361284	"
"CMUDict10000	CTXsNfo1 VAWrNvo1 CKXtNvo1	-11.684496504	-11.3163316224	"
"CMUDict10000	CBXmNvn1 VAWrNvo1 CKXtNvo1	-11.9541486347	-11.6264142851	"
"CMUDict10000	CTXmNvn1 VAWrNvo1 CKXtNvo1	-12.5343597193	-12.1135196736	"
"CMUDict10000	CTXlLvo1 VAWrNvo1 CKXtNvo1	-11.6388062318	-11.3880773169	"
"CMUDict10000	CTXrNvo1 VAWrNvo1 CKXtNvo1	-12.4910712945	-12.1569251293	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAWrNvo1 CKXtNvo1	-14.4625111033	-14.1871834241	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-14.5881305162	-14.2711540201	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-14.9398294031	-14.6107772797	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-15.3033460498	-15.0451280754	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAWrNvo1 CKXtNvo1	-15.860128974	-15.4752586484	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAWrNvo1 CKXtNvo1	-16.1173318953	-15.7571972675	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAWrNvo1 CKXtNvo1	-15.6181197309	-15.0929428433	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAWrNvo1 CKXtNvo1	-13.8611191551	-13.5956567782	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-13.2206382018	-12.875219044	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAWrNvo1 CKXtNvo1	-16.9021767184	-16.6332484142	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-17.589184748	-17.2628162377	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-16.1140200398	-15.7904670452	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAWrNvo1 CKXtNvo1	-17.8945018343	-17.5998001733	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAWrNvo1 CKXtNvo1	-16.0851520479	-15.7469468386	"
"CMUDict10000	CSXsNfo1 VEYuNvo1 CTXlLvo1 CBXtNfo1	-17.6853041563	-17.5913329341	"
"CMUDict10000	CSXsNfo1 VBYuNvo1 CTXlLvo1 CBXtNfo1	-15.8591368205	-15.5091269431	"
"CMUDict10000	CSXsNfo1 VAYuNvo1 CTXlLvo1 CBXtNfo1	-17.041177588	-16.7504838528	"
"CMUDict10000	CKXtNvo1 CBGlNvo1 VAWuNvo1 CKXmNvn1	-14.7257887246	-14.7130638105	"
"CMUDict10000	CKXtNvo1 CBGlNvo1 VAWuNvo1 CKXmNvn1 CKXtNfo1	-16.1121652067	-16.6604175819	"
"CMUDict10000	CBXtNvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXsNvo1	-15.1734203468	-15.1654646482	"
"CMUDict10000	CFXsNvo1 VBWuNvo1 CBXtNfo1	-14.5338234052	-14.5075093112	"
"CMUDict10000	CFXsNvo1 VBWuNvo1 CBXmNvn1 CBXtNfo1	-15.5310751687	-15.1820363735	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXsNvo1	-18.3095508466	-18.2076008455	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXsNvo1	-17.3550880269	-17.3342997293	"
"CMUDict10000	CJXlNvo1 VEYuNvo1 CTXrNvo1 CTXlLvo1	-19.2349367619	-19.9135889615	"
"CMUDict10000	CHXsNfo1 VAWuNvo1 CTXrNvo1 CTXmNvn1 CTXtNvo1	-14.0201587259	-13.9315001721	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXsNvo1	-10.1330880233	-10.474087615	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXrNvo1 CTXsNvo1	-11.9269055661	-11.6148706802	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXlLvo1 CTXsNvo1	-13.3609538254	-13.2638109875	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXmNvn1 CTXsNvo1	-10.2174882685	-10.2245657394	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXsNvo1	-12.6541292781	-13.0711897751	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXrNvo1 CTXsNvo1	-14.4479466368	-14.2119728402	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXlLvo1 CTXsNvo1	-15.8819950875	-15.8609131475	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXmNvn1 CTXsNvo1	-12.7385293116	-12.8216678994	"
"CMUDict10000	CKXtNfo1 CBGlNvo1 VAWuNvo1 CTXsNvo1	-12.4242841452	-12.7812447506	"
"CMUDict10000	CKXtNfo1 CBGlNvo1 VAWuNvo1 CTXrNvo1 CTXsNvo1	-14.2181013757	-13.9220278158	"
"CMUDict10000	CKXtNfo1 CBGlNvo1 VAWuNvo1 CTXlLvo1 CTXsNvo1	-15.6521498294	-15.5709681231	"
"CMUDict10000	CKXtNfo1 CBGlNvo1 VAWuNvo1 CTXmNvn1 CTXsNvo1	-12.5086840607	-12.531722875	"
"CMUDict10000	CFXsNfo1 VBWuNvo1 CTXtNvo1 CSXsNvo1	-13.5401930408	-13.5235319969	"
"CMUDict10000	CFXsNfo1 VBWuNvo1 CTXlLvo1 CTXtNvo1 CSXsNvo1	-16.6267281723	-16.6732125068	"
"CMUDict10000	CFXsNfo1 VBWuNvo1 CTXmNvn1 CTXtNvo1 CSXsNvo1	-14.9373146198	-15.0132829244	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VBWuNvo1 CTXtNvo1 CSXsNvo1	-13.6335173582	-13.6563705588	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VBWuNvo1 CTXlLvo1 CTXtNvo1 CSXsNvo1	-21.2022661869	-21.1716026792	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VBWuNvo1 CTXmNvn1 CTXtNvo1 CSXsNvo1	-16.05421136	-16.110175066	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VBWuNvo1 CTXtNvo1 CSXsNvo1	-14.352538296	-14.3039345726	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VBWuNvo1 CTXlLvo1 CTXtNvo1 CSXsNvo1	-18.8077230149	-18.7631088012	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VBWuNvo1 CTXmNvn1 CTXtNvo1 CSXsNvo1	-16.1081679012	-16.0870833474	"
"CMUDict10000	CFXsNvo1 VAWrNvo1 CTXlLvo1 CKXtNfo1	-16.5371565913	-17.0761287644	"
"CMUDict10000	CSXsNfo1 VAWuNvo1 VEWrNvo1	-10.6748768379	-10.7623284326	"
"CMUDict10000	CSXsNfo1 VAWuNvo1 VEWrNvo1 CTXtNfo1	-12.507001476	-12.613428868	"
"CMUDict10000	CSXsNfo1 VAWuNvo1 VEWrNvo1 CTXsNfo1	-12.2022670007	-12.3433996982	"
"CMUDict10000	CSXsNfo1 VAWuNvo1 VEWrNvo1 CTXmNvn1	-11.7757056326	-11.8556630061	"
"CMUDict10000	CSXsNfo1 VAWuNvo1 VEWrNvo1 CTXlLvo1	-13.962415696	-13.9823756435	"
"CMUDict10000	CSXsNfo1 VAWuNvo1 VEWrNvo1 CTXrNvo1	-14.0514688123	-14.1394881111	"
