"lang	form	an3_notflat	n3	"
"CMUDict10000	CTXsNfo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-10.190534834	-10.1644757293	"
"CMUDict10000	CTXsNfo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-9.82577087686	-9.80460997857	"
"CMUDict10000	CBXmNvn1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-10.1999265148	-10.3025475301	"
"CMUDict10000	CBXmNvn1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-9.36707542647	-9.34216623742	"
"CMUDict10000	CBXmNvn1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-10.2834125125	-10.2416055428	"
"CMUDict10000	CBXmNvn1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-11.3293097054	-11.3341496952	"
"CMUDict10000	CBXmNvn1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-9.10358210688	-9.10067407772	"
"CMUDict10000	CBXmNvn1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-9.90205317805	-9.95970189185	"
"CMUDict10000	CBXmNvn1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-9.19726736559	-9.1773198888	"
"CMUDict10000	CTXmNvn1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-12.2704561541	-12.4628044762	"
"CMUDict10000	CTXmNvn1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-13.1454393313	-13.1833431625	"
"CMUDict10000	CTXmNvn1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-11.1975680257	-11.1224040784	"
"CMUDict10000	CTXmNvn1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-13.2019174066	-13.17254084	"
"CMUDict10000	CTXmNvn1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-11.9803412047	-11.947201248	"
"CMUDict10000	CTXmNvn1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-12.9901285057	-13.2232961732	"
"CMUDict10000	CTXmNvn1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-11.0824137312	-11.0608168122	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-11.4903281025	-11.5773063753	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-12.0736932055	-12.0235785965	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-12.2812601372	-12.0925204599	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-15.0657860185	-14.9301378027	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-9.57072941652	-9.57445788311	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-10.6651970334	-10.6784484924	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-9.74535987845	-9.74480676298	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-11.5655525094	-11.69259914	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-11.3006140942	-11.2950211467	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-11.0936730869	-11.0502402031	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-13.2674874751	-13.2725606809	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-10.6297203001	-10.6216663262	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-10.2920133042	-10.2889116545	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-10.0061014839	-10.0142964662	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-14.6630342916	-14.7445139482	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-15.2463993965	-15.1907861694	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-15.2803104374	-15.1064636994	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-17.1079652432	-16.9746274534	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-12.7434355988	-12.741665456	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-13.6642472946	-13.6923917319	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-11.7875390732	-11.7892964137	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-13.096228307	-13.2245462058	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-12.8312898916	-12.8269682125	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-12.4517271314	-12.4027413471	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-15.8127361963	-15.8238111609	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-12.1603960767	-12.1536133921	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-11.6500673436	-11.6414127986	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-12.5513502	-12.5655469462	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-13.3429858958	-13.4698795476	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-13.0780474772	-13.0723015543	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-13.6810154258	-13.6321533503	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-14.3421085226	-14.3461430993	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-12.4071536707	-12.3989467339	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-12.8793556418	-12.8708248017	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-11.0807225309	-11.0878788846	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-13.6336777063	-13.7287009339	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-13.3687392877	-13.3311229406	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-14.086726743	-14.0841711101	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-15.8650779936	-15.8201333991	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-12.6978454812	-12.6577681202	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-13.2850669589	-13.3228425615	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-12.603692002	-12.5618691844	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-14.0075161166	-14.1595360909	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-13.1746650306	-13.1991547982	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-13.8792542346	-14.0142283821	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-15.5328355258	-15.4773604799	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-12.9111716946	-12.9576626385	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-13.4978948911	-13.7323247312	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-13.4007931635	-13.3205306735	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-14.5560636989	-14.7286577729	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-15.4310468719	-15.4491964592	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-14.461680961	-14.2934187531	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-16.3363214615	-16.2334236942	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-14.2659487342	-14.2130545447	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-16.2542413971	-16.3943108479	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-14.2168177221	-14.1216996664	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-14.1234514456	-14.2479184099	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-14.706816553	-14.694190631	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-15.2894802046	-15.1644898133	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-17.8523331047	-17.8056947663	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-12.2038527535	-12.2450699177	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-13.6734170541	-13.7504178458	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-12.5319069182	-12.6203637266	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-13.8059981366	-13.8881054245	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-14.3893632415	-14.3343776457	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-14.279715363	-14.0804052796	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-16.6088282068	-16.4506407582	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-11.8863994478	-11.8852569323	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-12.6636522382	-12.6663333121	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-11.2884020467	-11.2653097185	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-12.5329566076	-12.6525740589	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-12.2680181909	-12.2549960656	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-13.2506791289	-13.2214737634	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-14.2689139572	-14.2553170528	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-11.5971243758	-11.5816412451	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-12.4490193417	-12.4601452148	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-11.0075279619	-10.9970528381	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-17.1026999068	-17.1905789384	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-17.6860650117	-17.6368511595	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-17.7199760526	-17.5525286896	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-19.5476308584	-19.4206924436	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-15.183101214	-15.1877304462	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-16.1039129098	-16.1384567221	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-14.2272046884	-14.2353614038	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-16.0972825388	-16.2162084235	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-15.8323441234	-15.8186304301	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-15.4527813632	-15.3944035647	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-18.8137904281	-18.8154733785	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-15.1614503085	-15.1452756097	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-14.6511215754	-14.6330750162	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-15.5524044318	-15.5572091638	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-14.5171765324	-14.6495693131	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-14.2522381138	-14.2519913198	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-14.8552060625	-14.8118431157	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-15.5162991592	-15.5258328647	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-13.5813443073	-13.5786364993	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-14.0535462784	-14.0505145672	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-12.2549131676	-12.26756865	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-17.8393808159	-17.8922488196	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-18.4227459207	-18.3385210408	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-18.3130980423	-18.0845486748	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-20.6422108861	-20.4547841533	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-15.919782127	-15.8894003274	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-16.6970349174	-16.6704767073	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-15.3217847259	-15.2694531136	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNvo1	-15.3974704537	-15.5243018534	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNvo1	-15.132532037	-15.1267238601	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNvo1	-16.1151929751	-16.0932015579	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNvo1	-17.1334278034	-17.1270448474	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNvo1	-14.461638222	-14.4533690397	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNvo1	-15.3135331879	-15.3318730094	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNvo1	-13.8720418081	-13.8687806327	"
"CMUDict10000	CFXsNvo1 VAWuNvo1 CTXrNvo1 CBXmNvn1	-12.7529942451	-12.7001247378	"
"CMUDict10000	CFXsNvo1 VAWuNvo1 CTXrNvo1 CTXmNvn1	-11.8701977534	-11.8347159138	"
"CMUDict10000	CBXtNvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1 CTXtNfo1	-13.6739642635	-13.4897135816	"
"CMUDict10000	CBXtNvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1	-11.2084451496	-11.2321567861	"
"CMUDict10000	CBXtNvo1 VAWuNvo1 CTXrNvo1 CTXsNfo1 CTXtNfo1	-12.4899107927	-12.5717792697	"
"CMUDict10000	CBXtNvo1 VAWuNvo1 CTXlLvo1 CTXsNfo1 CTXtNfo1	-14.5067007174	-14.6944036771	"
"CMUDict10000	CBXtNvo1 VAWuNvo1 CTXmNvn1 CTXsNfo1 CTXtNfo1	-13.8094809683	-13.8787061579	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1 CTXtNfo1	-18.2307428475	-17.9820931203	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1	-15.7652237336	-15.7245363248	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VAWuNvo1 CTXrNvo1 CTXsNfo1 CTXtNfo1	-17.046689375	-17.0641588083	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VAWuNvo1 CTXlLvo1 CTXsNfo1 CTXtNfo1	-20.2432882808	-20.1469086627	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VAWuNvo1 CTXmNvn1 CTXsNfo1 CTXtNfo1	-17.5247706357	-17.5816066321	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1 CTXtNfo1	-18.5443247065	-18.1007873217	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1	-16.0788055926	-15.8432305261	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VAWuNvo1 CTXrNvo1 CTXsNfo1 CTXtNfo1	-17.3602712349	-17.1828530097	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VAWuNvo1 CTXlLvo1 CTXsNfo1 CTXtNfo1	-18.5012277733	-18.5717983171	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VAWuNvo1 CTXmNvn1 CTXsNfo1 CTXtNfo1	-15.3467198299	-15.3993336143	"
"CMUDict10000	CSXsNfo1 VEYuNvo1 CTXrNvo1 CFXsNvo1	-20.0559882	-19.5552685612	"
"CMUDict10000	CBXtNvo1 VEZuNvo1 CBXmNvn1	-12.5586734874	-13.1117973273	"
"CMUDict10000	CBXtNvo1 VEUrNvo1 CBXmNvn1	-11.6857560418	-11.949543369	"
"CMUDict10000	CBXtNvo1 VBXuNvo1 CTXrNvo1 CBXmNvn1	-11.4137120233	-11.4758328645	"
"CMUDict10000	CBXtNvo1 VDUrNvo1 VEWrNvo1 CBXmNvn1	-10.9114289327	-11.1259990851	"
"CMUDict10000	CBXtNvo1 VAWuNvo1 VEYuNvo1 CBXmNvn1	-11.0020711759	-11.0958712229	"
"CMUDict10000	CBXtNvo1 VDZuNvo1 VEYuNvo1 CBXmNvn1	-11.7255240185	-11.7994469334	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VEZuNvo1 CBXmNvn1	-13.2191894282	-13.5420134531	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VEUrNvo1 CBXmNvn1	-13.8074042088	-14.079125426	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VBXuNvo1 CTXrNvo1 CBXmNvn1	-14.5226883042	-14.5990850793	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VDUrNvo1 VEWrNvo1 CBXmNvn1	-14.0431989931	-14.236674019	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VAWuNvo1 VEYuNvo1 CBXmNvn1	-13.6951547183	-13.7964099911	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VDZuNvo1 VEYuNvo1 CBXmNvn1	-14.0049888892	-14.0646564072	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VEZuNvo1 CBXmNvn1	-12.3633679833	-12.8229984438	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VEUrNvo1 CBXmNvn1	-12.2676140548	-12.5787243195	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VDUrNvo1 VEWrNvo1 CBXmNvn1	-12.5809537572	-12.8250168597	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VAWuNvo1 VEYuNvo1 CBXmNvn1	-12.4300816371	-12.493868257	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VDZuNvo1 VEYuNvo1 CBXmNvn1	-13.092207592	-13.1613831687	"
"CMUDict10000	CBXtNvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXtNfo1	-17.2837850763	-17.3110815561	"
"CMUDict10000	CBXtNvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXsNfo1	-18.6345637647	-19.0002525555	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXtNfo1	-20.419915576	-20.3532177534	"
"CMUDict10000	CBXtNvo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXsNfo1	-21.7706942645	-22.0423887527	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXtNfo1	-19.4654527564	-19.4799166372	"
"CMUDict10000	CBXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXmNvn1 CTXsNfo1	-20.8162314448	-21.1690876366	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXtNfo1	-20.6205351618	-21.0663528851	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1	-18.1550160479	-18.8087960895	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXrNvo1 CTXsNfo1 CTXtNfo1	-15.9742855096	-16.6376217941	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXlLvo1 CTXsNfo1 CTXtNfo1	-15.2820362198	-15.6980484434	"
"CMUDict10000	CHXsNfo1 VBYuNvo1 CTXlLvo1 CTXsNfo1 CTXtNfo1	-13.5251767836	-13.7278319524	"
"CMUDict10000	CHXsNfo1 VAYuNvo1 CTXlLvo1 CTXsNfo1 CTXtNfo1	-13.5637677705	-13.7983621601	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXmNvn1 CTXsNfo1 CTXtNfo1	-14.1502592279	-14.1492676591	"
"CMUDict10000	CHXsNfo1 VBYuNvo1 CTXmNvn1 CTXsNfo1 CTXtNfo1	-13.1786529335	-13.2736725043	"
"CMUDict10000	CHXsNfo1 VAYuNvo1 CTXmNvn1 CTXsNfo1 CTXtNfo1	-12.0449957117	-12.0847800899	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXtNfo1	-9.51461348839	-9.54614790968	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CKXtNfo1	-10.1404086014	-10.5399606804	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXsNfo1	-11.4903203397	-11.6822797572	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CBXmNvn1	-11.0748802921	-11.2140115536	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXmNvn1	-9.31452702117	-9.35786964797	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXlLvo1	-11.3137519395	-11.2157382957	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXrNvo1	-11.258282141	-10.9522184722	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXrNvo1 CTXtNfo1	-11.8007105464	-11.5136675231	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXrNvo1 CKXtNfo1	-13.0094821539	-12.7333568399	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXrNvo1 CTXsNfo1	-14.0816237437	-13.8949923632	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXlLvo1 CTXtNfo1	-14.2449252234	-14.1828073306	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXlLvo1 CTXsNfo1	-16.6482159618	-16.5479193919	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXmNvn1 CTXtNfo1	-10.3857814092	-10.3994076702	"
"CMUDict10000	CBGlNvo1 VAWuNvo1 CTXmNvn1 CTXsNfo1	-11.798221798	-11.8383468395	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXtNfo1	-12.0356544894	-12.1432500697	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CKXtNfo1	-12.6614497391	-13.1370628404	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXsNfo1	-14.0113614421	-14.2793819173	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CBXmNvn1	-13.59592146	-13.8111137136	"
"CMUDict10000	CTXsNfo1 CBGlNvo1 VAWuNvo1 CTXmNvn1	-11.8355680642	-11.954971808	"
